review_id,industry,org,aspect,sentiment
R007082,Fashion,Vella & Co,account-access,negative
R007083,Fashion,Sable Row,speed,positive
R007084,Banking,Kestrel Bank,ease-of-use,positive
R007085,Trading,Investa,ease-of-use,positive
R007086,Price Comparison,Tallywise,attitude-of-staff,positive
R007087,Banking,Northeast Bank,app-website,positive
R007088,Fashion,Vella & Co,general-satisfaction,positive
R007089,Groceries,Oakpan Grocers,price-value-for-money,positive
R007090,Travel Booking,Wayfare,app-website,positive
R007091,Price Comparison,Tallywise,app-website,negative
R007092,Groceries,Larkmead Market,app-website,positive
R007093,Groceries,Freshbury,app-website,positive
R007094,Groceries,Larkmead Market,discounts-promotions,negative
R007095,Streaming,Streamly,app-website,neutral
R007096,Groceries,Freshbury,ease-of-use,negative
R007097,Banking,Vanter Financial,general-satisfaction,negative
R007098,Price Comparison,CompareHive,general-satisfaction,negative
R007099,Fashion,Marbrook,ease-of-use,positive
R007100,Price Comparison,Tallywise,general-satisfaction,positive
R007101,Price Comparison,CompareHive,ease-of-use,positive
R007102,Banking,Northeast Bank,general-satisfaction,positive
R007103,Price Comparison,PricePilot,speed,positive
R007104,Groceries,Freshbury,app-website,negative
R007105,Fashion,Northerly,general-satisfaction,positive
R007106,Groceries,Oakpan Grocers,ease-of-use,positive
R007107,Price Comparison,CompareHive,attitude-of-staff,positive
R007108,Information Technology,Corvex IT,app-website,neutral
R007109,Ride Hailing,Kerbside,email,positive
R007110,Travel Booking,Trippa,general-satisfaction,positive
R007111,Banking,Kestrel Bank,app-website,positive
R007112,Price Comparison,PricePilot,app-website,negative
R007113,Information Technology,Corvex IT,account-access,negative
R007114,Fashion,Vella & Co,app-website,positive
R007115,Groceries,Freshbury,ease-of-use,positive
R007116,Trading,Northpeak Trading,app-website,negative
R007117,Fashion,Northerly,ease-of-use,positive
R007118,Fashion,Vella & Co,general-satisfaction,positive
R007119,Fashion,Marbrook,ease-of-use,positive
R007120,Fashion,Northerly,general-satisfaction,positive
R007121,Price Comparison,Tallywise,general-satisfaction,positive
R007122,Price Comparison,Tallywise,price-value-for-money,positive
R007123,Banking,Halden Savings,price-value-for-money,positive
R007124,Price Comparison,PricePilot,general-satisfaction,positive
R007125,Banking,Northeast Bank,app-website,positive
R007126,Banking,Kestrel Bank,speed,positive
R007127,Fashion,Vella & Co,general-satisfaction,positive
R007128,Ride Hailing,Zeta Cabs,general-satisfaction,negative
R007129,Price Comparison,Tallywise,general-satisfaction,positive
R007130,Travel Booking,Trippa,competitor,negative
R007131,Trading,Investa,phone,negative
R007132,Groceries,Larkmead Market,ease-of-use,negative
R007133,Price Comparison,CompareHive,price-value-for-money,positive
R007134,Fashion,Marbrook,app-website,positive
R007135,Fashion,Vella & Co,speed,positive
R007136,Travel Booking,Wayfare,speed,positive
R007137,Fashion,Marbrook,app-website,positive
R007138,Groceries,Freshbury,app-website,negative
R007139,Banking,Halden Savings,competitor,negative
R007140,Groceries,Freshbury,general-satisfaction,negative
R007141,Trading,Quantly,app-website,positive
R007142,Price Comparison,PricePilot,speed,positive
R007143,Banking,Kestrel Bank,competitor,positive
R007144,Fashion,Sable Row,app-website,positive
R007145,Fashion,Marbrook,app-website,negative
R007146,Trading,Investa,app-website,positive
R007147,Price Comparison,PricePilot,price-value-for-money,positive
R007148,Banking,Vanter Financial,general-satisfaction,positive
R007149,Groceries,Larkmead Market,app-website,negative
R007150,Travel Booking,Roamly,ease-of-use,positive
R007151,Price Comparison,PricePilot,ease-of-use,positive
R007152,Fashion,Vella & Co,speed,negative
R007153,Groceries,Freshbury,ease-of-use,positive
R007154,Banking,Vanter Financial,ease-of-use,negative
R007155,Ride Hailing,Zeta Cabs,app-website,negative
R007156,Fashion,Sable Row,app-website,positive
R007157,Price Comparison,CompareHive,general-satisfaction,negative
R007158,Trading,Quantly,app-website,positive
R007159,Groceries,Oakpan Grocers,ease-of-use,positive
R007160,Ride Hailing,Zeta Cabs,speed,positive
R007161,Groceries,Larkmead Market,attitude-of-staff,positive
R007162,Groceries,Larkmead Market,speed,negative
R007163,Ride Hailing,Kerbside,ease-of-use,positive
R007164,Banking,Kestrel Bank,ease-of-use,negative
R007165,Price Comparison,CompareHive,app-website,negative
R007166,Fashion,Vella & Co,general-satisfaction,positive
R007167,Price Comparison,Tallywise,app-website,positive
R007168,Travel Booking,Wayfare,app-website,positive
R007169,Price Comparison,Tallywise,general-satisfaction,positive
R007170,Travel Booking,Trippa,email,negative
R007171,Ride Hailing,Kerbside,speed,negative
R007172,Fashion,Vella & Co,general-satisfaction,positive
R007173,Fashion,Marbrook,price-value-for-money,positive
R007174,Fashion,Marbrook,general-satisfaction,negative
R007175,Ride Hailing,Kerbside,app-website,positive
R007176,Banking,Halden Savings,ease-of-use,positive
R007177,Price Comparison,CompareHive,ease-of-use,negative
R007178,Fashion,Vella & Co,general-satisfaction,positive
R007179,Banking,Halden Savings,price-value-for-money,positive
R007180,Fashion,Vella & Co,app-website,positive
R007181,Groceries,Freshbury,ease-of-use,positive
R007182,Ride Hailing,Swiftly Rides,ease-of-use,negative
R007183,Travel Booking,Journeo,general-satisfaction,positive
R007184,Fashion,Marbrook,general-satisfaction,negative
R007185,Price Comparison,PricePilot,discounts-promotions,negative
R007186,Banking,Northeast Bank,speed,positive
R007187,Fashion,Sable Row,attitude-of-staff,negative
R007188,Price Comparison,Tallywise,app-website,positive
R007189,Fashion,Northerly,app-website,positive
R007190,Trading,Investa,price-value-for-money,positive
R007191,Price Comparison,PricePilot,attitude-of-staff,positive
R007192,Banking,Halden Savings,general-satisfaction,positive
R007193,Travel Booking,Roamly,reviews,negative
R007194,Banking,Vanter Financial,ease-of-use,negative
R007195,Banking,Northeast Bank,speed,positive
R007196,Travel Booking,Wayfare,competitor,negative
R007197,Trading,Quantly,competitor,positive
R007198,Ride Hailing,Swiftly Rides,general-satisfaction,negative
R007199,Price Comparison,PricePilot,competitor,positive
R007200,Trading,Investa,phone,positive
R007201,Groceries,Freshbury,speed,positive
R007202,Trading,Quantly,general-satisfaction,positive
R007203,Fashion,Northerly,attitude-of-staff,positive
R007204,Groceries,Larkmead Market,ease-of-use,negative
R007205,Groceries,Larkmead Market,price-value-for-money,positive
R007206,Groceries,Freshbury,app-website,positive
R007207,Price Comparison,PricePilot,app-website,positive
R007208,Travel Booking,Journeo,attitude-of-staff,positive
R007209,Fashion,Sable Row,general-satisfaction,negative
R007210,Groceries,Freshbury,app-website,positive
R007211,Trading,Northpeak Trading,competitor,negative
R007212,Fashion,Marbrook,app-website,positive
R007213,Price Comparison,Tallywise,app-website,negative
R007214,Fashion,Sable Row,attitude-of-staff,negative
R007215,Banking,Vanter Financial,ease-of-use,negative
R007216,Banking,Kestrel Bank,general-satisfaction,positive
R007217,Price Comparison,CompareHive,ease-of-use,positive
R007218,Travel Booking,Journeo,price-value-for-money,negative
R007219,Price Comparison,PricePilot,speed,positive
R007220,Banking,Kestrel Bank,general-satisfaction,negative
R007221,Trading,Northpeak Trading,phone,positive
R007222,Trading,Investa,app-website,positive
R007223,Price Comparison,Tallywise,price-value-for-money,positive
R007224,Price Comparison,Tallywise,discounts-promotions,positive
R007225,Groceries,Larkmead Market,ease-of-use,negative
R007226,Fashion,Northerly,speed,positive
R007227,Travel Booking,Journeo,price-value-for-money,negative
R007228,Fashion,Marbrook,app-website,positive
R007229,Fashion,Vella & Co,app-website,positive
R007230,Banking,Northeast Bank,price-value-for-money,positive
R007231,Groceries,Oakpan Grocers,general-satisfaction,positive
R007232,Fashion,Marbrook,discounts-promotions,negative
R007233,Banking,Vanter Financial,ease-of-use,negative
R007234,Travel Booking,Journeo,general-satisfaction,negative
R007235,Fashion,Marbrook,attitude-of-staff,negative
R007236,Travel Booking,Wayfare,competitor,neutral
R007237,Price Comparison,Tallywise,reviews,negative
R007238,Price Comparison,CompareHive,app-website,positive
R007239,Banking,Vanter Financial,general-satisfaction,positive
R007240,Trading,Quantly,account-access,negative
R007241,Price Comparison,PricePilot,ease-of-use,positive
R007242,Trading,Quantly,ease-of-use,negative
R007243,Fashion,Sable Row,general-satisfaction,positive
R007244,Fashion,Northerly,general-satisfaction,positive
R007245,Fashion,Vella & Co,competitor,positive
R007246,Groceries,Larkmead Market,ease-of-use,negative
R007247,Fashion,Northerly,app-website,negative
R007248,Fashion,Northerly,ease-of-use,positive
R007249,Fashion,Northerly,app-website,negative
R007250,Groceries,Freshbury,app-website,negative
R007251,Banking,Northeast Bank,app-website,negative
R007252,Banking,Kestrel Bank,account-access,negative
R007253,Trading,Quantly,app-website,negative
R007254,Price Comparison,Tallywise,email,negative
R007255,Fashion,Sable Row,general-satisfaction,positive
R007256,Fashion,Marbrook,speed,positive
R007257,Travel Booking,Roamly,attitude-of-staff,negative
R007258,Groceries,Oakpan Grocers,ease-of-use,positive
R007259,Streaming,Streamly,app-website,positive
R007260,Fashion,Sable Row,ease-of-use,positive
R007261,Price Comparison,CompareHive,discounts-promotions,negative
R007262,Fashion,Northerly,app-website,negative
R007263,Banking,Northeast Bank,app-website,positive
R007264,Travel Booking,Wayfare,email,negative
R007265,Groceries,Larkmead Market,ease-of-use,negative
R007266,Groceries,Larkmead Market,general-satisfaction,positive
R007267,Banking,Northeast Bank,ease-of-use,positive
R007268,Groceries,Oakpan Grocers,ease-of-use,positive
R007269,Groceries,Freshbury,account-access,negative
R007270,Price Comparison,CompareHive,speed,negative
R007271,Streaming,Streamly,account-access,negative
R007272,Fashion,Northerly,attitude-of-staff,positive
R007273,Fashion,Northerly,competitor,positive
R007274,Trading,Investa,ease-of-use,positive
R007275,Price Comparison,CompareHive,general-satisfaction,positive
R007276,Price Comparison,Tallywise,phone,negative
R007277,Travel Booking,Journeo,price-value-for-money,positive
R007278,Fashion,Marbrook,app-website,positive
R007279,Fashion,Northerly,general-satisfaction,positive
R007280,Fashion,Northerly,price-value-for-money,negative
R007281,Travel Booking,Roamly,speed,positive
R007282,Banking,Kestrel Bank,app-website,neutral
R007283,Price Comparison,PricePilot,competitor,positive
R007284,Banking,Northeast Bank,price-value-for-money,positive
R007285,Fashion,Northerly,phone,positive
R007286,Fashion,Sable Row,general-satisfaction,negative
R007287,Banking,Kestrel Bank,ease-of-use,positive
R007288,Travel Booking,Roamly,ease-of-use,negative
R007289,Price Comparison,CompareHive,attitude-of-staff,positive
R007290,Travel Booking,Trippa,attitude-of-staff,positive
R007291,Price Comparison,CompareHive,ease-of-use,positive
R007292,Ride Hailing,Zeta Cabs,ease-of-use,negative
R007293,Fashion,Marbrook,app-website,negative
R007294,Price Comparison,PricePilot,phone,positive
R007295,Fashion,Northerly,attitude-of-staff,negative
R007296,Fashion,Vella & Co,speed,positive
R007297,Fashion,Vella & Co,speed,negative
R007298,Trading,Investa,phone,positive
R007299,Travel Booking,Wayfare,app-website,negative
R007300,Groceries,Larkmead Market,general-satisfaction,negative
R007301,Fashion,Sable Row,speed,negative
R007302,Ride Hailing,Swiftly Rides,general-satisfaction,negative
R007303,Price Comparison,Tallywise,attitude-of-staff,positive
R007304,Travel Booking,Roamly,ease-of-use,positive
R007305,Ride Hailing,Swiftly Rides,ease-of-use,neutral
R007306,Groceries,Oakpan Grocers,speed,positive
R007307,Trading,Quantly,attitude-of-staff,positive
R007308,Fashion,Vella & Co,speed,negative
R007309,Fashion,Sable Row,app-website,neutral
R007310,Fashion,Marbrook,attitude-of-staff,negative
R007311,Groceries,Larkmead Market,app-website,positive
R007312,Ride Hailing,Kerbside,ease-of-use,negative
R007313,Trading,Investa,ease-of-use,positive
R007314,Trading,Northpeak Trading,app-website,negative
R007315,Price Comparison,Tallywise,general-satisfaction,positive
R007316,Price Comparison,CompareHive,phone,negative
R007317,Price Comparison,CompareHive,phone,positive
R007318,Fashion,Marbrook,app-website,positive
R007319,Fashion,Northerly,app-website,negative
R007320,Travel Booking,Journeo,price-value-for-money,positive
R007321,Travel Booking,Wayfare,general-satisfaction,positive
R007322,Fashion,Sable Row,general-satisfaction,positive
R007323,Fashion,Northerly,app-website,positive
R007324,Groceries,Freshbury,app-website,positive
R007325,Fashion,Northerly,competitor,positive
R007326,Groceries,Larkmead Market,app-website,negative
R007327,Banking,Northeast Bank,price-value-for-money,positive
R007328,Banking,Halden Savings,price-value-for-money,negative
R007329,Fashion,Northerly,attitude-of-staff,positive
R007330,Travel Booking,Roamly,ease-of-use,positive
R007331,Banking,Vanter Financial,speed,positive
R007332,Fashion,Marbrook,app-website,negative
R007333,Fashion,Vella & Co,app-website,positive
R007334,Banking,Kestrel Bank,app-website,positive
R007335,Fashion,Northerly,general-satisfaction,positive
R007336,Price Comparison,Tallywise,speed,positive
R007337,Fashion,Sable Row,general-satisfaction,positive
R007338,Price Comparison,Tallywise,email,negative
R007339,Fashion,Sable Row,speed,positive
R007340,Trading,Quantly,ease-of-use,positive
R007341,Groceries,Larkmead Market,account-access,negative
R007342,Groceries,Larkmead Market,general-satisfaction,positive
R007343,Banking,Vanter Financial,attitude-of-staff,negative
R007344,Banking,Northeast Bank,general-satisfaction,positive
R007345,Information Technology,Bluepath Technologies,app-website,neutral
R007346,Price Comparison,CompareHive,ease-of-use,positive
R007347,Groceries,Larkmead Market,app-website,negative
R007348,Travel Booking,Roamly,app-website,negative
R007349,Trading,Investa,phone,negative
R007350,Price Comparison,PricePilot,app-website,positive
R007351,Groceries,Larkmead Market,attitude-of-staff,positive
R007352,Trading,Northpeak Trading,competitor,negative
R007353,Banking,Northeast Bank,general-satisfaction,positive
R007354,Fashion,Vella & Co,attitude-of-staff,negative
R007355,Information Technology,Corvex IT,discounts-promotions,neutral
R007356,Travel Booking,Roamly,reviews,positive
R007357,Fashion,Sable Row,general-satisfaction,positive
R007358,Fashion,Sable Row,speed,positive
R007359,Price Comparison,CompareHive,attitude-of-staff,negative
R007360,Price Comparison,CompareHive,phone,negative
R007361,Banking,Northeast Bank,speed,positive
R007362,Streaming,Streamly,app-website,positive
R007363,Trading,Quantly,general-satisfaction,positive
R007364,Information Technology,Corvex IT,account-access,neutral
R007365,Fashion,Vella & Co,competitor,positive
R007366,Fashion,Sable Row,speed,positive
R007367,Travel Booking,Trippa,attitude-of-staff,positive
R007368,Fashion,Marbrook,competitor,positive
R007369,Travel Booking,Wayfare,general-satisfaction,negative
R007370,Fashion,Vella & Co,attitude-of-staff,neutral
R007371,Price Comparison,Tallywise,account-access,negative
R007372,Fashion,Northerly,ease-of-use,negative
R007373,Groceries,Freshbury,app-website,negative
R007374,Trading,Investa,general-satisfaction,negative
R007375,Fashion,Vella & Co,attitude-of-staff,negative
R007376,Fashion,Vella & Co,app-website,positive
R007377,Trading,Quantly,app-website,positive
R007378,Fashion,Vella & Co,app-website,negative
R007379,Price Comparison,Tallywise,general-satisfaction,positive
R007380,Groceries,Oakpan Grocers,attitude-of-staff,positive
R007381,Fashion,Marbrook,speed,positive
R007382,Banking,Vanter Financial,ease-of-use,positive
R007383,Price Comparison,Tallywise,general-satisfaction,positive
R007384,Fashion,Sable Row,discounts-promotions,positive
R007385,Banking,Northeast Bank,speed,negative
R007386,Fashion,Vella & Co,general-satisfaction,positive
R007387,Fashion,Sable Row,reviews,negative
R007388,Fashion,Vella & Co,attitude-of-staff,negative
R007389,Fashion,Northerly,speed,positive
R007390,Banking,Vanter Financial,app-website,positive
R007391,Price Comparison,CompareHive,email,positive
R007392,Travel Booking,Roamly,general-satisfaction,positive
R007393,Banking,Northeast Bank,app-website,neutral
R007394,Fashion,Vella & Co,general-satisfaction,positive
R007395,Banking,Halden Savings,ease-of-use,positive
R007396,Groceries,Freshbury,phone,negative
R007397,Price Comparison,CompareHive,competitor,negative
R007398,Banking,Kestrel Bank,app-website,negative
R007399,Price Comparison,PricePilot,phone,negative
R007400,Trading,Northpeak Trading,general-satisfaction,positive
R007401,Fashion,Vella & Co,price-value-for-money,positive
R007402,Price Comparison,PricePilot,phone,positive
R007403,Travel Booking,Trippa,general-satisfaction,positive
R007404,Banking,Northeast Bank,ease-of-use,negative
R007405,Travel Booking,Roamly,price-value-for-money,positive
R007406,Banking,Northeast Bank,ease-of-use,positive
R007407,Price Comparison,PricePilot,phone,negative
R007408,Trading,Quantly,ease-of-use,positive
R007409,Price Comparison,Tallywise,app-website,positive
R007410,Banking,Vanter Financial,ease-of-use,positive
R007411,Groceries,Freshbury,app-website,negative
R007412,Streaming,Lumora,account-access,negative
R007413,Ride Hailing,Kerbside,app-website,positive
R007414,Ride Hailing,Swiftly Rides,ease-of-use,positive
R007415,Travel Booking,Wayfare,general-satisfaction,positive
R007416,Banking,Vanter Financial,app-website,positive
R007417,Banking,Northeast Bank,general-satisfaction,positive
R007418,Trading,Investa,app-website,positive
R007419,Groceries,Freshbury,app-website,negative
R007420,Price Comparison,Tallywise,app-website,positive
R007421,Price Comparison,PricePilot,speed,negative
R007422,Fashion,Sable Row,general-satisfaction,positive
R007423,Price Comparison,CompareHive,app-website,negative
R007424,Price Comparison,Tallywise,app-website,negative
R007425,Travel Booking,Journeo,price-value-for-money,positive
R007426,Fashion,Marbrook,speed,positive
R007427,Banking,Northeast Bank,general-satisfaction,positive
R007428,Fashion,Sable Row,app-website,positive
R007429,Price Comparison,PricePilot,speed,positive
R007430,Groceries,Freshbury,account-access,neutral
R007431,Price Comparison,PricePilot,price-value-for-money,positive
R007432,Price Comparison,PricePilot,attitude-of-staff,positive
R007433,Fashion,Sable Row,attitude-of-staff,positive
R007434,Fashion,Northerly,app-website,positive
R007435,Ride Hailing,Zeta Cabs,general-satisfaction,negative
R007436,Travel Booking,Journeo,app-website,positive
R007437,Groceries,Oakpan Grocers,price-value-for-money,positive
R007438,Fashion,Northerly,phone,positive
R007439,Banking,Kestrel Bank,ease-of-use,positive
R007440,Groceries,Oakpan Grocers,discounts-promotions,positive
R007441,Price Comparison,CompareHive,attitude-of-staff,positive
R007442,Travel Booking,Trippa,app-website,positive
R007443,Travel Booking,Roamly,app-website,negative
R007444,Fashion,Northerly,general-satisfaction,positive
R007445,Ride Hailing,Kerbside,app-website,positive
R007446,Consulting,Castellan Partners,account-access,negative
R007447,Fashion,Sable Row,speed,positive
R007448,Groceries,Freshbury,app-website,negative
R007449,Banking,Kestrel Bank,app-website,positive
R007450,Fashion,Vella & Co,general-satisfaction,positive
R007451,Price Comparison,PricePilot,ease-of-use,positive
R007452,Streaming,Pinecast,app-website,positive
R007453,Fashion,Northerly,speed,positive
R007454,Ride Hailing,Zeta Cabs,app-website,positive
R007455,Trading,Quantly,app-website,positive
R007456,Price Comparison,Tallywise,competitor,negative
R007457,Information Technology,Ardent Systems,account-access,negative
R007458,Fashion,Northerly,general-satisfaction,positive
R007459,Information Technology,Corvex IT,app-website,positive
R007460,Travel Booking,Wayfare,app-website,positive
R007461,Price Comparison,PricePilot,ease-of-use,negative
R007462,Trading,Investa,competitor,negative
R007463,Groceries,Oakpan Grocers,ease-of-use,positive
R007464,Fashion,Marbrook,speed,positive
R007465,Price Comparison,PricePilot,general-satisfaction,positive
R007466,Trading,Northpeak Trading,account-access,negative
R007467,Travel Booking,Journeo,general-satisfaction,positive
R007468,Price Comparison,Tallywise,general-satisfaction,positive
R007469,Price Comparison,CompareHive,general-satisfaction,positive
R007470,Trading,Quantly,email,neutral
R007471,Trading,Quantly,app-website,positive
R007472,Groceries,Larkmead Market,general-satisfaction,positive
R007473,Banking,Northeast Bank,general-satisfaction,positive
R007474,Travel Booking,Roamly,competitor,positive
R007475,Price Comparison,PricePilot,price-value-for-money,positive
R007476,Fashion,Marbrook,attitude-of-staff,positive
R007477,Fashion,Marbrook,app-website,positive
R007478,Price Comparison,CompareHive,price-value-for-money,positive
R007479,Groceries,Larkmead Market,ease-of-use,positive
R007480,Trading,Quantly,general-satisfaction,positive
R007481,Groceries,Freshbury,app-website,positive
R007482,Price Comparison,Tallywise,attitude-of-staff,positive
R007483,Price Comparison,CompareHive,attitude-of-staff,positive
R007484,Trading,Investa,phone,positive
R007485,Fashion,Sable Row,general-satisfaction,positive
R007486,Fashion,Northerly,ease-of-use,positive
R007487,Fashion,Sable Row,app-website,positive
R007488,Banking,Northeast Bank,general-satisfaction,negative
R007489,Groceries,Larkmead Market,ease-of-use,positive
R007490,Price Comparison,CompareHive,phone,negative
R007491,Fashion,Vella & Co,general-satisfaction,positive
R007492,Groceries,Freshbury,speed,negative
R007493,Trading,Quantly,price-value-for-money,positive
R007494,Fashion,Vella & Co,general-satisfaction,positive
R007495,Groceries,Oakpan Grocers,ease-of-use,positive
R007496,Price Comparison,Tallywise,competitor,positive
R007497,Banking,Vanter Financial,ease-of-use,positive
R007498,Banking,Northeast Bank,app-website,negative
R007499,Groceries,Freshbury,ease-of-use,positive
R007500,Ride Hailing,Kerbside,general-satisfaction,positive
R007501,Price Comparison,PricePilot,general-satisfaction,positive
R007502,Groceries,Oakpan Grocers,general-satisfaction,positive
R007503,Price Comparison,PricePilot,attitude-of-staff,positive
R007504,Travel Booking,Journeo,reviews,positive
R007505,Banking,Kestrel Bank,ease-of-use,positive
R007506,Travel Booking,Wayfare,app-website,positive
R007507,Price Comparison,CompareHive,general-satisfaction,positive
R007508,Fashion,Vella & Co,attitude-of-staff,positive
R007509,Travel Booking,Roamly,ease-of-use,positive
R007510,Fashion,Marbrook,general-satisfaction,positive
R007511,Fashion,Sable Row,ease-of-use,positive
R007512,Banking,Northeast Bank,speed,negative
R007513,Travel Booking,Wayfare,attitude-of-staff,negative
R007514,Trading,Northpeak Trading,general-satisfaction,positive
R007515,Price Comparison,Tallywise,app-website,positive
R007516,Travel Booking,Roamly,ease-of-use,negative
R007517,Travel Booking,Journeo,general-satisfaction,negative
R007518,Fashion,Marbrook,speed,negative
R007519,Trading,Quantly,app-website,positive
R007520,Travel Booking,Trippa,ease-of-use,negative
R007521,Travel Booking,Roamly,app-website,positive
R007522,Price Comparison,CompareHive,ease-of-use,negative
R007523,Trading,Investa,ease-of-use,positive
R007524,Groceries,Freshbury,ease-of-use,positive
R007525,Fashion,Marbrook,app-website,negative
R007526,Ride Hailing,Swiftly Rides,attitude-of-staff,negative
R007527,Groceries,Freshbury,ease-of-use,positive
R007528,Price Comparison,CompareHive,ease-of-use,negative
R007529,Fashion,Sable Row,general-satisfaction,positive
R007530,Price Comparison,Tallywise,price-value-for-money,positive
R007531,Price Comparison,Tallywise,app-website,negative
R007532,Banking,Kestrel Bank,attitude-of-staff,negative
R007533,Banking,Kestrel Bank,competitor,negative
R007534,Price Comparison,Tallywise,attitude-of-staff,negative
R007535,Fashion,Vella & Co,price-value-for-money,positive
R007536,Travel Booking,Trippa,email,negative
R007537,Trading,Northpeak Trading,phone,negative
R007538,Fashion,Sable Row,app-website,positive
R007539,Fashion,Marbrook,general-satisfaction,positive
R007540,Trading,Quantly,ease-of-use,positive
R007541,Trading,Northpeak Trading,general-satisfaction,positive
R007542,Fashion,Sable Row,general-satisfaction,positive
R007543,Ride Hailing,Zeta Cabs,app-website,negative
R007544,Fashion,Marbrook,app-website,negative
R007545,Groceries,Larkmead Market,speed,negative
R007546,Trading,Investa,general-satisfaction,positive
R007547,Fashion,Marbrook,speed,positive
R007548,Trading,Northpeak Trading,app-website,positive
R007549,Travel Booking,Trippa,app-website,positive
R007550,Fashion,Sable Row,speed,positive
R007551,Price Comparison,PricePilot,general-satisfaction,positive
R007552,Fashion,Sable Row,discounts-promotions,positive
R007553,Trading,Northpeak Trading,app-website,positive
R007554,Fashion,Vella & Co,app-website,negative
R007555,Banking,Northeast Bank,competitor,positive
R007556,Travel Booking,Roamly,competitor,positive
R007557,Price Comparison,PricePilot,speed,negative
R007558,Banking,Halden Savings,attitude-of-staff,negative
R007559,Trading,Investa,attitude-of-staff,negative
R007560,Banking,Kestrel Bank,general-satisfaction,positive
R007561,Banking,Northeast Bank,app-website,negative
R007562,Groceries,Larkmead Market,general-satisfaction,negative
R007563,Fashion,Vella & Co,speed,positive
R007564,Information Technology,Ardent Systems,app-website,neutral
R007565,Fashion,Northerly,account-access,neutral
R007566,Banking,Halden Savings,ease-of-use,positive
R007567,Fashion,Sable Row,app-website,negative
R007568,Travel Booking,Wayfare,app-website,negative
R007569,Banking,Vanter Financial,account-access,neutral
R007570,Groceries,Oakpan Grocers,ease-of-use,negative
R007571,Fashion,Vella & Co,speed,positive
R007572,Price Comparison,Tallywise,general-satisfaction,positive
R007573,Travel Booking,Wayfare,app-website,positive
R007574,Fashion,Sable Row,speed,negative
R007575,Trading,Investa,ease-of-use,positive
R007576,Price Comparison,CompareHive,app-website,positive
R007577,Fashion,Vella & Co,general-satisfaction,positive
R007578,Fashion,Marbrook,app-website,positive
R007579,Travel Booking,Wayfare,attitude-of-staff,negative
R007580,Trading,Quantly,account-access,negative
R007581,Price Comparison,CompareHive,price-value-for-money,positive
R007582,Banking,Northeast Bank,price-value-for-money,positive
R007583,Price Comparison,CompareHive,attitude-of-staff,positive
R007584,Fashion,Marbrook,speed,negative
R007585,Banking,Vanter Financial,ease-of-use,negative
R007586,Fashion,Vella & Co,general-satisfaction,positive
R007587,Price Comparison,CompareHive,ease-of-use,positive
R007588,Price Comparison,PricePilot,attitude-of-staff,positive
R007589,Trading,Northpeak Trading,general-satisfaction,positive
R007590,Price Comparison,Tallywise,general-satisfaction,positive
R007591,Price Comparison,Tallywise,app-website,negative
R007592,Trading,Investa,ease-of-use,negative
R007593,Trading,Investa,app-website,positive
R007594,Price Comparison,CompareHive,attitude-of-staff,positive
R007595,Ride Hailing,Swiftly Rides,general-satisfaction,negative
R007596,Trading,Investa,app-website,positive
R007597,Groceries,Larkmead Market,attitude-of-staff,negative
R007598,Price Comparison,PricePilot,attitude-of-staff,positive
R007599,Travel Booking,Wayfare,price-value-for-money,negative
R007600,Banking,Vanter Financial,ease-of-use,negative
R007601,Banking,Northeast Bank,general-satisfaction,positive
R007602,Price Comparison,Tallywise,app-website,positive
R007603,Fashion,Northerly,ease-of-use,positive
R007604,Price Comparison,Tallywise,general-satisfaction,positive
R007605,Fashion,Northerly,competitor,positive
R007606,Fashion,Vella & Co,attitude-of-staff,positive
R007607,Fashion,Northerly,speed,positive
R007608,Price Comparison,PricePilot,app-website,positive
R007609,Banking,Northeast Bank,price-value-for-money,positive
R007610,Fashion,Vella & Co,speed,negative
R007611,Banking,Kestrel Bank,app-website,neutral
R007612,Groceries,Oakpan Grocers,ease-of-use,negative
R007613,Price Comparison,CompareHive,ease-of-use,positive
R007614,Fashion,Sable Row,app-website,negative
R007615,Price Comparison,PricePilot,phone,negative
R007616,Trading,Quantly,app-website,positive
R007617,Travel Booking,Trippa,general-satisfaction,positive
R007618,Fashion,Marbrook,email,positive
R007619,Banking,Kestrel Bank,general-satisfaction,positive
R007620,Price Comparison,CompareHive,price-value-for-money,positive
R007621,Banking,Northeast Bank,speed,positive
R007622,Trading,Investa,app-website,positive
R007623,Trading,Quantly,app-website,positive
R007624,Groceries,Oakpan Grocers,ease-of-use,positive
R007625,Price Comparison,Tallywise,speed,negative
R007626,Consulting,Merrow & Pike,account-access,neutral
R007627,Price Comparison,Tallywise,app-website,positive
R007628,Fashion,Sable Row,general-satisfaction,negative
R007629,Banking,Kestrel Bank,price-value-for-money,positive
R007630,Groceries,Freshbury,attitude-of-staff,negative
R007631,Trading,Investa,ease-of-use,negative
R007632,Fashion,Sable Row,ease-of-use,positive
R007633,Travel Booking,Wayfare,general-satisfaction,positive
R007634,Travel Booking,Journeo,general-satisfaction,positive
R007635,Trading,Northpeak Trading,app-website,negative
R007636,Travel Booking,Trippa,ease-of-use,negative
R007637,Travel Booking,Journeo,general-satisfaction,negative
R007638,Price Comparison,Tallywise,account-access,negative
R007639,Banking,Halden Savings,account-access,negative
R007640,Travel Booking,Trippa,app-website,positive
R007641,Price Comparison,CompareHive,app-website,negative
R007642,Fashion,Northerly,ease-of-use,positive
