id,org_index,data_source,industry,text,parent_aspect,child_aspect,sentiment
301972503,600,Trustpilot,Price Comparison,"Got my cheapest quote from ORG600 so very happy!  At the end of the day, getting the right price for the right policy is what you are ultimately looking for.  Easy to use the website.  No complaints",value,price-value-for-money,positive
301985687,727,Google Play,Fashion,Top app,online-experience,app-website,positive
301978762,616,Apple Store,Fashion,Bad app. No choice for Dutch if you set the country on 'Belgium'... Choosing the Netherlands as a country is also not an option because then you will be logged out...,account-management,account-access,negative
301978762,616,Apple Store,Fashion,Bad app. No choice for Dutch if you set the country on 'Belgium'... Choosing the Netherlands as a country is also not an option because then you will be logged out...,online-experience,app-website,negative
301984257,549,Google Play,Travel Booking,Still testing. They wanted me to rate to get it off from my home page lol,company-brand,general-satisfaction,negative
301978570,600,Apple Store,Price Comparison,The quotes and request to switch my energy supplier via ORG600 was such an easy task. Just hoping that the actual change over goes through as smoothly. Fantastic savings at the click of a button. Thank you ORG600.,purchase-booking-experience,ease-of-use,positive
301978570,600,Apple Store,Price Comparison,The quotes and request to switch my energy supplier via ORG600 was such an easy task. Just hoping that the actual change over goes through as smoothly. Fantastic savings at the click of a button. Thank you ORG600.,value,price-value-for-money,positive
301974206,685,Trustpilot,Trading,"Spoke to Jessica today very helpful an friendly, problem sorted with her help.",staff-support,attitude-of-staff,positive
301988756,727,Google Play,Fashion,"Easy, smooth transaction.",purchase-booking-experience,ease-of-use,positive
301981001,369,Google Play,Ride Hailing,"I wish they could put the ORG369 in streams, Argentina. I already tried the app in other places and I thought it was fantastic",online-experience,app-website,neutral
301981001,369,Google Play,Ride Hailing,"I wish they could put the ORG369 in streams, Argentina. I already tried the app in other places and I thought it was fantastic",online-experience,app-website,positive
295090941,932,Google Play,Banking,"I'd like to ask you a question. If I opened an account here for the app, is it already viable for use?",online-experience,app-website,neutral
301987488,685,Google Play,Trading,Crash and delay. The team is so amateur dealing with customers' prob,staff-support,attitude-of-staff,negative
301987488,685,Google Play,Trading,Crash and delay. The team is so amateur dealing with customers' prob,online-experience,app-website,negative
301987488,685,Google Play,Trading,Crash and delay. The team is so amateur dealing with customers' prob,logistics-rides,speed,negative
301983868,549,Google Play,Travel Booking,Cheaper and more accurate,value,price-value-for-money,positive
301983868,549,Google Play,Travel Booking,Cheaper and more accurate,company-brand,competitor,positive
301984211,549,Google Play,Travel Booking,I would give th his app 5 stars but I have completed 5 nights out of 10 towards a free night and have not received credit for them.,online-experience,app-website,negative
301984211,549,Google Play,Travel Booking,I would give th his app 5 stars but I have completed 5 nights out of 10 towards a free night and have not received credit for them.,value,discounts-promotions,negative
301978756,616,Apple Store,Fashion,I love the security and freedom it offers. Also with very fast first deliveries,company-brand,general-satisfaction,positive
301978756,616,Apple Store,Fashion,I love the security and freedom it offers. Also with very fast first deliveries,logistics-rides,speed,positive
301981955,514,Google Play,Banking,This is a revelation in banking. It saves hundreds in thieving fees. Traveling now is so much better as well!!!,company-brand,general-satisfaction,positive
301981955,514,Google Play,Banking,This is a revelation in banking. It saves hundreds in thieving fees. Traveling now is so much better as well!!!,value,price-value-for-money,positive
393281719,932,Google Play,Banking,Where do I log in to access my account,account-management,account-access,neutral
301987215,685,Google Play,Trading,This app is awesome...so easy to use!,purchase-booking-experience,ease-of-use,positive
301987215,685,Google Play,Trading,This app is awesome...so easy to use!,online-experience,app-website,positive
301984819,549,Google Play,Travel Booking,I love it here. Nice and clean and convenient lactation,company-brand,general-satisfaction,positive
301982814,411,Google Play,Groceries,"Always easy and quick to use, the favourite option is great if you're like me and tend to forget the usual items. Checkout is simple and fast. I find shopping with this app a breeze.",purchase-booking-experience,ease-of-use,positive
301982814,411,Google Play,Groceries,"Always easy and quick to use, the favourite option is great if you're like me and tend to forget the usual items. Checkout is simple and fast. I find shopping with this app a breeze.",online-experience,app-website,positive
301982814,411,Google Play,Groceries,"Always easy and quick to use, the favourite option is great if you're like me and tend to forget the usual items. Checkout is simple and fast. I find shopping with this app a breeze.",logistics-rides,speed,positive
301987501,685,Google Play,Trading,"DO NOT USE. WITHDRAWING YOUR MONEY BACK IS A SCAM. SERIOUSLY ABSOLUTE NIGHTMARE TO GET MY FUNDS BACK. ALSO ONLY CONTACT IS VIA EMAIL, SO THEY DON'T GIVE A DAMN .",staff-support,attitude-of-staff,negative
301987501,685,Google Play,Trading,"DO NOT USE. WITHDRAWING YOUR MONEY BACK IS A SCAM. SERIOUSLY ABSOLUTE NIGHTMARE TO GET MY FUNDS BACK. ALSO ONLY CONTACT IS VIA EMAIL, SO THEY DON'T GIVE A DAMN .",staff-support,email,negative
301987501,685,Google Play,Trading,"DO NOT USE. WITHDRAWING YOUR MONEY BACK IS A SCAM. SERIOUSLY ABSOLUTE NIGHTMARE TO GET MY FUNDS BACK. ALSO ONLY CONTACT IS VIA EMAIL, SO THEY DON'T GIVE A DAMN .",purchase-booking-experience,ease-of-use,negative
301987501,685,Google Play,Trading,"DO NOT USE. WITHDRAWING YOUR MONEY BACK IS A SCAM. SERIOUSLY ABSOLUTE NIGHTMARE TO GET MY FUNDS BACK. ALSO ONLY CONTACT IS VIA EMAIL, SO THEY DON'T GIVE A DAMN .",company-brand,general-satisfaction,negative
301984861,549,Google Play,Travel Booking,It's my go-to app every time we go out of town! I use the app when we are driving in the visiting city and I use the web for my pre-trip searches. So helpful and love seeing all the reviews and pics from families like ours! You can check out my contributions by following @LocalistATX,company-brand,reviews,positive
301984861,549,Google Play,Travel Booking,It's my go-to app every time we go out of town! I use the app when we are driving in the visiting city and I use the web for my pre-trip searches. So helpful and love seeing all the reviews and pics from families like ours! You can check out my contributions by following @LocalistATX,online-experience,app-website,positive
301974119,685,Trustpilot,Trading,Spoke to Alex. had issues with the correct listing for ISA. Very helpful and to the point!,staff-support,attitude-of-staff,positive
301979855,727,Apple Store,Fashion,"I absolutely love to purchase via the app. It’s quick, easy, and fun. Thank you",purchase-booking-experience,ease-of-use,positive
301979855,727,Apple Store,Fashion,"I absolutely love to purchase via the app. It’s quick, easy, and fun. Thank you",online-experience,app-website,positive
301979855,727,Apple Store,Fashion,"I absolutely love to purchase via the app. It’s quick, easy, and fun. Thank you",company-brand,general-satisfaction,positive
301977227,411,Apple Store,Groceries,"Every time you click or scroll you get a loading icon that freezes up the app. Often, this won’t go away and you have to close the app and start again. Some days it does this constantly and the app is unusable.",online-experience,app-website,negative
301979061,616,Apple Store,Fashion,"To be honest, the shoes look really good. I watched it for a long time before, but I didn't shoot it. This time there is a discount, and I took it decisively.",value,discounts-promotions,positive
301979061,616,Apple Store,Fashion,"To be honest, the shoes look really good. I watched it for a long time before, but I didn't shoot it. This time there is a discount, and I took it decisively.",company-brand,general-satisfaction,positive
301984328,549,Google Play,Travel Booking,Not good. Bad room service so bad.,company-brand,general-satisfaction,negative
301971804,600,Trustpilot,Price Comparison,I of the best sites I have used will certainly be using you again.,online-experience,app-website,positive
301971804,600,Trustpilot,Price Comparison,I of the best sites I have used will certainly be using you again.,company-brand,competitor,positive
428795946,5827,Apple Store,Consulting,How to sign in to ORG5827 account?,account-management,account-access,neutral
301987536,685,Google Play,Trading,Good simple interface. Great app to start simple with investing,purchase-booking-experience,ease-of-use,positive
301987536,685,Google Play,Trading,Good simple interface. Great app to start simple with investing,online-experience,app-website,positive
301978992,616,Apple Store,Fashion,"Junk, the official website account can not be logged in the APP",account-management,account-access,negative
301978992,616,Apple Store,Fashion,"Junk, the official website account can not be logged in the APP",online-experience,app-website,negative
301980109,727,Apple Store,Fashion,"You’re the best, ORG727, the best!",company-brand,general-satisfaction,positive
301980109,727,Apple Store,Fashion,"You’re the best, ORG727, the best!",company-brand,competitor,positive
301971958,600,Trustpilot,Price Comparison,"Jackie and co workers where so polite,  helpful, understanding and friendly. From Gary Mccallum",staff-support,attitude-of-staff,positive
301981997,514,Google Play,Banking,Easy to use.. live exchange rates,purchase-booking-experience,ease-of-use,positive
301981997,514,Google Play,Banking,Easy to use.. live exchange rates,value,price-value-for-money,positive
301973108,600,Trustpilot,Price Comparison,How can you improve on perfection?? the site is great,online-experience,app-website,positive
301973108,600,Trustpilot,Price Comparison,How can you improve on perfection?? the site is great,company-brand,general-satisfaction,positive
301984436,549,Google Play,Travel Booking,Easy to use and easy to book,purchase-booking-experience,ease-of-use,positive
301977546,411,Apple Store,Groceries,I’ve added my card to Apple wallet but it doesn’t scan in store. Says invalid,purchase-booking-experience,ease-of-use,negative
301983484,411,Google Play,Groceries,"good customer service ,so far.",staff-support,attitude-of-staff,positive
301976628,369,Apple Store,Ride Hailing,"The timing between consumer, payment app and driver is sensational",purchase-booking-experience,ease-of-use,positive
301976628,369,Apple Store,Ride Hailing,"The timing between consumer, payment app and driver is sensational",online-experience,app-website,positive
301976628,369,Apple Store,Ride Hailing,"The timing between consumer, payment app and driver is sensational",logistics-rides,speed,positive
301979535,685,Apple Store,Trading,Nice and easy way to trade,purchase-booking-experience,ease-of-use,positive
301979535,685,Apple Store,Trading,Nice and easy way to trade,company-brand,general-satisfaction,positive
301972262,600,Trustpilot,Price Comparison,Victoria was very helpful and made the whole process really easy. Thank you,staff-support,attitude-of-staff,positive
301972262,600,Trustpilot,Price Comparison,Victoria was very helpful and made the whole process really easy. Thank you,purchase-booking-experience,ease-of-use,positive
301978630,600,Apple Store,Price Comparison,"Can’t even open the app as it crashes and closes itself before loading anything at all, just a blue screen for 2-3 seconds then crash. Tried reinstalling but no joy. Please fix!",online-experience,app-website,negative
301973950,616,Trustpilot,Fashion,"Ordered 5 polo shirts, same shirt different colours. Second time I order stuff from them, second time happy and for sure will order again.",company-brand,general-satisfaction,positive
301983696,549,Google Play,Travel Booking,Very useful for finding both restaurants and attractions. I always use it when traveling and not.,online-experience,app-website,positive
327102397,3887,Google Play,Streaming,"My ORG3887 isn't working on my cell phone for days now. Please, what's going on?",online-experience,app-website,negative
301985951,616,Google Play,Fashion,Very good Application 👍,online-experience,app-website,positive
301987969,727,Google Play,Fashion,"Whatever that last update was it sucks! Can't even log in to ""my wish list"".",account-management,account-access,negative
301987969,727,Google Play,Fashion,"Whatever that last update was it sucks! Can't even log in to ""my wish list"".",online-experience,app-website,negative
301983075,411,Google Play,Groceries,"App is very slow. I can't load offer very often because ""service is not available"". Connectivity in stores is also very unreliable. Can you bring back paper offers? They worked fine.",online-experience,app-website,negative
301983075,411,Google Play,Groceries,"App is very slow. I can't load offer very often because ""service is not available"". Connectivity in stores is also very unreliable. Can you bring back paper offers? They worked fine.",logistics-rides,speed,negative
301983075,411,Google Play,Groceries,"App is very slow. I can't load offer very often because ""service is not available"". Connectivity in stores is also very unreliable. Can you bring back paper offers? They worked fine.",value,discounts-promotions,negative
301973166,600,Trustpilot,Price Comparison,Thanks for help getting very reasonable quote for a new car. Was not sure new car would be too expensive but pleasantly surprised.,company-brand,general-satisfaction,positive
301973166,600,Trustpilot,Price Comparison,Thanks for help getting very reasonable quote for a new car. Was not sure new car would be too expensive but pleasantly surprised.,value,price-value-for-money,positive
301978993,616,Apple Store,Fashion,"It is very hard to find all the products if you type in the search field, not by collection. The filters don’t work when you try to use it after using the search button. It is a complicated app to find anything in it. Thanks",online-experience,app-website,negative
301978993,616,Apple Store,Fashion,"It is very hard to find all the products if you type in the search field, not by collection. The filters don’t work when you try to use it after using the search button. It is a complicated app to find anything in it. Thanks",purchase-booking-experience,ease-of-use,negative
301979155,616,Apple Store,Fashion,"I love the App. It has very interesting discounts, orders are fast and in case of returning an item it is easy and simple. Whenever I buy clothes online I do it through ORG616 .... I love it!",value,discounts-promotions,positive
301979155,616,Apple Store,Fashion,"I love the App. It has very interesting discounts, orders are fast and in case of returning an item it is easy and simple. Whenever I buy clothes online I do it through ORG616 .... I love it!",purchase-booking-experience,ease-of-use,positive
301979155,616,Apple Store,Fashion,"I love the App. It has very interesting discounts, orders are fast and in case of returning an item it is easy and simple. Whenever I buy clothes online I do it through ORG616 .... I love it!",online-experience,app-website,positive
301979155,616,Apple Store,Fashion,"I love the App. It has very interesting discounts, orders are fast and in case of returning an item it is easy and simple. Whenever I buy clothes online I do it through ORG616 .... I love it!",logistics-rides,speed,positive
301973281,600,Trustpilot,Price Comparison,Managed to switch from existing supplier to new supplier with the help of Gareth. Gareth quickly understood issues and calmly directed us to our new Energy Provider.  Very professional service from ORG600. Thankyou.,staff-support,attitude-of-staff,positive
301973281,600,Trustpilot,Price Comparison,Managed to switch from existing supplier to new supplier with the help of Gareth. Gareth quickly understood issues and calmly directed us to our new Energy Provider.  Very professional service from ORG600. Thankyou.,company-brand,general-satisfaction,positive
301982740,411,Google Play,Groceries,unusable has been for months both on wifi and mobile data just keeps on saying network error,online-experience,app-website,negative
301977743,411,Apple Store,Groceries,Save yourself the time and use the mobile site rather than the app. Your shopping basket will empty every few minutes. It’s useless.,online-experience,app-website,negative
301977743,411,Apple Store,Groceries,Save yourself the time and use the mobile site rather than the app. Your shopping basket will empty every few minutes. It’s useless.,purchase-booking-experience,ease-of-use,negative
301988101,727,Google Play,Fashion,"Great, like my shoes",company-brand,general-satisfaction,positive
301980790,369,Google Play,Ride Hailing,You need to disable the driver's option to accept races before finishing another race. There is not a single time when I ask that I not have to wait another 10 to 15 minutes for the race because of that.,online-experience,app-website,negative
301980790,369,Google Play,Ride Hailing,You need to disable the driver's option to accept races before finishing another race. There is not a single time when I ask that I not have to wait another 10 to 15 minutes for the race because of that.,logistics-rides,speed,negative
301986496,685,Google Play,Trading,Quick and easy way to trade stocks,purchase-booking-experience,ease-of-use,positive
301986496,685,Google Play,Trading,Quick and easy way to trade stocks,logistics-rides,speed,positive
301986359,616,Google Play,Fashion,"Although I love ORG616, but the application hated me and dealt with them, I requested his request for more than a month, and no response with them, and the amount paid in full .. worse online application 👎👎👎👎",online-experience,app-website,negative
301986359,616,Google Play,Fashion,"Although I love ORG616, but the application hated me and dealt with them, I requested his request for more than a month, and no response with them, and the amount paid in full .. worse online application 👎👎👎👎",purchase-booking-experience,ease-of-use,negative
301986359,616,Google Play,Fashion,"Although I love ORG616, but the application hated me and dealt with them, I requested his request for more than a month, and no response with them, and the amount paid in full .. worse online application 👎👎👎👎",company-brand,competitor,negative
301981361,514,Google Play,Banking,"The best currency card i have used, by far!!",purchase-booking-experience,ease-of-use,positive
301981361,514,Google Play,Banking,"The best currency card i have used, by far!!",company-brand,competitor,positive
301978914,727,Google Play,Fashion,Nice app,online-experience,app-website,positive
301986917,685,Google Play,Trading,"Hey VCs, Stop funding these idiots. App sucks.",online-experience,app-website,negative
301986917,685,Google Play,Trading,"Hey VCs, Stop funding these idiots. App sucks.",company-brand,general-satisfaction,negative
301972562,600,Trustpilot,Price Comparison,Excellent help and great patience shown by Simon yesterday when switching my energy suppliers,staff-support,attitude-of-staff,positive
301981649,514,Google Play,Banking,"Application made very well, excellent and intuitive.",purchase-booking-experience,ease-of-use,positive
301981649,514,Google Play,Banking,"Application made very well, excellent and intuitive.",online-experience,app-website,positive
301987437,685,Google Play,Trading,Already created an account and it hasn't been verified luamaaaaaaaaaa really but I asked for a deposit first ..... 200 dollars oh my God ... Indonesia is just a cool company broker why am I looking for dollars on a platform I don't want to pay taxes like this deserves I have to use my normal VPN watching a movie ... it's not really ....,account-management,account-access,negative
301987437,685,Google Play,Trading,Already created an account and it hasn't been verified luamaaaaaaaaaa really but I asked for a deposit first ..... 200 dollars oh my God ... Indonesia is just a cool company broker why am I looking for dollars on a platform I don't want to pay taxes like this deserves I have to use my normal VPN watching a movie ... it's not really ....,online-experience,app-website,negative
301976954,411,Apple Store,Groceries,Easy to use and a great way to manage grocery shops Would be great if favourites was easier to edit,online-experience,app-website,neutral
301976954,411,Apple Store,Groceries,Easy to use and a great way to manage grocery shops Would be great if favourites was easier to edit,purchase-booking-experience,ease-of-use,positive
301987359,685,Google Play,Trading,App crashes to much when you really need to sell. Servers are slow,online-experience,app-website,negative
301987359,685,Google Play,Trading,App crashes to much when you really need to sell. Servers are slow,logistics-rides,speed,negative
301981920,727,Google Play,Fashion,Easy,purchase-booking-experience,ease-of-use,positive
224931673,1040,Google Play,Information Technology,I'm using this application to identify unknown number.,online-experience,app-website,neutral
301981929,514,Google Play,Banking,Efficiency,company-brand,general-satisfaction,positive
301983473,411,Google Play,Groceries,Very poor from the off ! Placed order 67818301 App takes you back to the beginning of product list if you click on an item and which means scrolling through everything again Made an amendment 6 hours before cut off. kept rejecting the card i had just paid with even though money was there Spent half an hour on phone to bank cus they called cus they thought card was being misused cus ORG411 kept processing payment Amended items never came 5 items missing from original order. no lid ice cream,online-experience,app-website,negative
301983473,411,Google Play,Groceries,Very poor from the off ! Placed order 67818301 App takes you back to the beginning of product list if you click on an item and which means scrolling through everything again Made an amendment 6 hours before cut off. kept rejecting the card i had just paid with even though money was there Spent half an hour on phone to bank cus they called cus they thought card was being misused cus ORG411 kept processing payment Amended items never came 5 items missing from original order. no lid ice cream,purchase-booking-experience,ease-of-use,negative
301983473,411,Google Play,Groceries,Very poor from the off ! Placed order 67818301 App takes you back to the beginning of product list if you click on an item and which means scrolling through everything again Made an amendment 6 hours before cut off. kept rejecting the card i had just paid with even though money was there Spent half an hour on phone to bank cus they called cus they thought card was being misused cus ORG411 kept processing payment Amended items never came 5 items missing from original order. no lid ice cream,company-brand,general-satisfaction,negative
301987428,685,Google Play,Trading,Greedy lil bastards,company-brand,general-satisfaction,negative
301985332,727,Google Play,Fashion,Great app,online-experience,app-website,positive
301977734,411,Apple Store,Groceries,Vent though we only have a medium size stir in Wakefield West Yorks I would have thought that with all the national advertising campaign for there services how appalled  I was when I called into our ORG411 food department to hopefully get one of the lamb shoulder joints for Sunday lunch only to be told by a member of staff that non had been delivered today(Friday 19t  April  what a shame all the advertising money wasted as no sale generates. I bet this did not happen in the Pudsey &  Leeds or the two Sheffield stores Once againORG411 shot your self in the foot again very disappointed customer Mr E Bootland Wf28pl,logistics-rides,speed,negative
301977734,411,Apple Store,Groceries,Vent though we only have a medium size stir in Wakefield West Yorks I would have thought that with all the national advertising campaign for there services how appalled  I was when I called into our ORG411 food department to hopefully get one of the lamb shoulder joints for Sunday lunch only to be told by a member of staff that non had been delivered today(Friday 19t  April  what a shame all the advertising money wasted as no sale generates. I bet this did not happen in the Pudsey &  Leeds or the two Sheffield stores Once againORG411 shot your self in the foot again very disappointed customer Mr E Bootland Wf28pl,company-brand,general-satisfaction,negative
301982796,411,Google Play,Groceries,Just too helpfull,company-brand,general-satisfaction,positive
301979270,685,Apple Store,Trading,One of the best stock apps around!,online-experience,app-website,positive
301979270,685,Apple Store,Trading,One of the best stock apps around!,company-brand,competitor,positive
301979529,685,Apple Store,Trading,"On Fridays , the response to my orders  are impairing and frustrating as I am unable to trade near  the closing time .",logistics-rides,speed,negative
301979529,685,Apple Store,Trading,"On Fridays , the response to my orders  are impairing and frustrating as I am unable to trade near  the closing time .",company-brand,general-satisfaction,negative
301981476,514,Google Play,Banking,App not working well at all lately,online-experience,app-website,negative
301973094,600,Trustpilot,Price Comparison,Always find this site helpful and reliable wen comparing my car insurance. Makes me change insurer wen I see the difference in prices . Five star from me,online-experience,app-website,positive
301973094,600,Trustpilot,Price Comparison,Always find this site helpful and reliable wen comparing my car insurance. Makes me change insurer wen I see the difference in prices . Five star from me,company-brand,general-satisfaction,positive
301987504,685,Google Play,Trading,Could you guys add ORG104 sweden stock market please ! Great app,online-experience,app-website,positive
301985562,600,Google Play,Price Comparison,"As his app appears not to work on my Blackberry phone it seems I miss out on these offers, which does not seem fair.",online-experience,app-website,negative
301985562,600,Google Play,Price Comparison,"As his app appears not to work on my Blackberry phone it seems I miss out on these offers, which does not seem fair.",value,discounts-promotions,negative
301972814,600,Trustpilot,Price Comparison,"Easy to use website. Gave the result pretty quickly, but (in my case) not that competitive.",company-brand,competitor,neutral
301972814,600,Trustpilot,Price Comparison,"Easy to use website. Gave the result pretty quickly, but (in my case) not that competitive.",purchase-booking-experience,ease-of-use,positive
301972814,600,Trustpilot,Price Comparison,"Easy to use website. Gave the result pretty quickly, but (in my case) not that competitive.",online-experience,app-website,positive
301972814,600,Trustpilot,Price Comparison,"Easy to use website. Gave the result pretty quickly, but (in my case) not that competitive.",logistics-rides,speed,positive
301978894,616,Apple Store,Fashion,I’ve been a customer through this app for a couple of years. I’m highly satisfied and you will be too. I recommend this app to get the quality products we love without leaving the comfort of your home.,online-experience,app-website,positive
301978894,616,Apple Store,Fashion,I’ve been a customer through this app for a couple of years. I’m highly satisfied and you will be too. I recommend this app to get the quality products we love without leaving the comfort of your home.,company-brand,general-satisfaction,positive
301972709,600,Trustpilot,Price Comparison,"Have used often enough over last few years but today the site will NOT accept an attempted new quote but only pre populates for an old quote. Even using that, it will not accept changes and ask for business mileage when previous answer given as only social use.  TERRIBLE today.",online-experience,app-website,negative
301972709,600,Trustpilot,Price Comparison,"Have used often enough over last few years but today the site will NOT accept an attempted new quote but only pre populates for an old quote. Even using that, it will not accept changes and ask for business mileage when previous answer given as only social use.  TERRIBLE today.",company-brand,general-satisfaction,negative
301979065,616,Apple Store,Fashion,"ORG616 sa is really bad. There  is no way to know where is ur shipment, and they don't have the dignity to reply to email",staff-support,attitude-of-staff,negative
301979065,616,Apple Store,Fashion,"ORG616 sa is really bad. There  is no way to know where is ur shipment, and they don't have the dignity to reply to email",staff-support,email,negative
301979065,616,Apple Store,Fashion,"ORG616 sa is really bad. There  is no way to know where is ur shipment, and they don't have the dignity to reply to email",company-brand,general-satisfaction,negative
301983660,549,Google Play,Travel Booking,"Basically it's easy to use, but for club rooms and executive rooms, you should list the lounge availability at every hotel.",purchase-booking-experience,ease-of-use,positive
301985635,616,Google Play,Fashion,"I ca n’t log in by email. I forgot to reset the password, and said that the password and account do n’t match. The app seems to be making things more difficult for customers. Is n’t it simpler and more convenient? Login is so troublesome. No, it says invalid mail, the mail that was just registered, is in Hello",account-management,account-access,negative
301985635,616,Google Play,Fashion,"I ca n’t log in by email. I forgot to reset the password, and said that the password and account do n’t match. The app seems to be making things more difficult for customers. Is n’t it simpler and more convenient? Login is so troublesome. No, it says invalid mail, the mail that was just registered, is in Hello",online-experience,app-website,negative
301985635,616,Google Play,Fashion,"I ca n’t log in by email. I forgot to reset the password, and said that the password and account do n’t match. The app seems to be making things more difficult for customers. Is n’t it simpler and more convenient? Login is so troublesome. No, it says invalid mail, the mail that was just registered, is in Hello",purchase-booking-experience,ease-of-use,negative
301981298,514,Google Play,Banking,Excellent super practical and easy,purchase-booking-experience,ease-of-use,positive
301981298,514,Google Play,Banking,Excellent super practical and easy,company-brand,general-satisfaction,positive
301986568,727,Google Play,Fashion,Great app,online-experience,app-website,positive
301974185,685,Trustpilot,Trading,"Avoid at all costs for the time being. I joined ORG211 with a SIPP and  ISA a couple of years ago and all was fine until recently. They seem to have used Covid19 as an excuse to withdraw all customer service completely. They simply cannot be contacted. The phone number has been removed from their website. If you happen to have it written down somewhere that is no help because they don't answer. They don't answer emails either. The online contribution service doesn't work any more, so it's impossible to add funds. Absolutely useless and no way to leave since they can't be contacted.",staff-support,attitude-of-staff,negative
301974185,685,Trustpilot,Trading,"Avoid at all costs for the time being. I joined ORG211 with a SIPP and  ISA a couple of years ago and all was fine until recently. They seem to have used Covid19 as an excuse to withdraw all customer service completely. They simply cannot be contacted. The phone number has been removed from their website. If you happen to have it written down somewhere that is no help because they don't answer. They don't answer emails either. The online contribution service doesn't work any more, so it's impossible to add funds. Absolutely useless and no way to leave since they can't be contacted.",online-experience,app-website,negative
301974185,685,Trustpilot,Trading,"Avoid at all costs for the time being. I joined ORG211 with a SIPP and  ISA a couple of years ago and all was fine until recently. They seem to have used Covid19 as an excuse to withdraw all customer service completely. They simply cannot be contacted. The phone number has been removed from their website. If you happen to have it written down somewhere that is no help because they don't answer. They don't answer emails either. The online contribution service doesn't work any more, so it's impossible to add funds. Absolutely useless and no way to leave since they can't be contacted.",staff-support,phone,negative
301974185,685,Trustpilot,Trading,"Avoid at all costs for the time being. I joined ORG211 with a SIPP and  ISA a couple of years ago and all was fine until recently. They seem to have used Covid19 as an excuse to withdraw all customer service completely. They simply cannot be contacted. The phone number has been removed from their website. If you happen to have it written down somewhere that is no help because they don't answer. They don't answer emails either. The online contribution service doesn't work any more, so it's impossible to add funds. Absolutely useless and no way to leave since they can't be contacted.",purchase-booking-experience,ease-of-use,negative
301974185,685,Trustpilot,Trading,"Avoid at all costs for the time being. I joined ORG211 with a SIPP and  ISA a couple of years ago and all was fine until recently. They seem to have used Covid19 as an excuse to withdraw all customer service completely. They simply cannot be contacted. The phone number has been removed from their website. If you happen to have it written down somewhere that is no help because they don't answer. They don't answer emails either. The online contribution service doesn't work any more, so it's impossible to add funds. Absolutely useless and no way to leave since they can't be contacted.",staff-support,email,negative
301984700,549,Google Play,Travel Booking,Excellent option for recommendations,company-brand,general-satisfaction,positive
301976796,514,Apple Store,Banking,An app that serves you and not the banking institutions that underserved and overcharge! ORG514 is ORG514ionary with so many features and capabilities. The FX rates are minimal and the transfers are really fast and enjoyable. A must have app!,online-experience,app-website,positive
301976796,514,Apple Store,Banking,An app that serves you and not the banking institutions that underserved and overcharge! ORG514 is ORG514ionary with so many features and capabilities. The FX rates are minimal and the transfers are really fast and enjoyable. A must have app!,company-brand,general-satisfaction,positive
301976796,514,Apple Store,Banking,An app that serves you and not the banking institutions that underserved and overcharge! ORG514 is ORG514ionary with so many features and capabilities. The FX rates are minimal and the transfers are really fast and enjoyable. A must have app!,value,price-value-for-money,positive
301976796,514,Apple Store,Banking,An app that serves you and not the banking institutions that underserved and overcharge! ORG514 is ORG514ionary with so many features and capabilities. The FX rates are minimal and the transfers are really fast and enjoyable. A must have app!,logistics-rides,speed,positive
301985637,616,Google Play,Fashion,"An UK clothing and apparel application featuring merchandise and commodities manufactured by global brands as well as British designer boutiques. Seasonal discounts, outlet promotions, simple online payments, and rapid overseas home deliveries .",value,discounts-promotions,positive
301985637,616,Google Play,Fashion,"An UK clothing and apparel application featuring merchandise and commodities manufactured by global brands as well as British designer boutiques. Seasonal discounts, outlet promotions, simple online payments, and rapid overseas home deliveries .",purchase-booking-experience,ease-of-use,positive
301985637,616,Google Play,Fashion,"An UK clothing and apparel application featuring merchandise and commodities manufactured by global brands as well as British designer boutiques. Seasonal discounts, outlet promotions, simple online payments, and rapid overseas home deliveries .",value,price-value-for-money,positive
301985637,616,Google Play,Fashion,"An UK clothing and apparel application featuring merchandise and commodities manufactured by global brands as well as British designer boutiques. Seasonal discounts, outlet promotions, simple online payments, and rapid overseas home deliveries .",logistics-rides,speed,positive
388196920,932,Google Play,Banking,Which application is credit card ORG932 lass VS PLATINUM?,online-experience,app-website,neutral
301978103,549,Apple Store,Travel Booking,"It is an excellent application, I constantly check it in my daily departures, restaurants, hotels, places of interest, now I go to Salvador Bahía, I do not know it, I would love to find data of cheap hotels in resting places",online-experience,app-website,positive
301978103,549,Apple Store,Travel Booking,"It is an excellent application, I constantly check it in my daily departures, restaurants, hotels, places of interest, now I go to Salvador Bahía, I do not know it, I would love to find data of cheap hotels in resting places",company-brand,general-satisfaction,positive
301971810,600,Trustpilot,Price Comparison,Easy instructions to follow and lots of choices,purchase-booking-experience,ease-of-use,positive
301985207,549,Google Play,Travel Booking,Great deal finding app. My 1st stop when booking hotels.,value,discounts-promotions,positive
301985207,549,Google Play,Travel Booking,Great deal finding app. My 1st stop when booking hotels.,online-experience,app-website,positive
301976720,369,Apple Store,Ride Hailing,I live in Buenos Aires Capital use the service 3 times the first perfect the other two they sent me taxis from CABA Apart from that the car left much to be desired in state and cleanliness they did not charge me what the application marks but what the clock of taxi also does not let you leave a review of how the trip was with the competition 0 problem,company-brand,reviews,negative
